region_economy,ano,number,GDP per capita (constant 2010 US$),GDP growth (annual %),"Foreign direct investment, net inflows (% of GDP)",GDP per capita growth (annual %),"Foreign direct investment, net outflows (% of GDP)",Final consumption expenditure (annual % growth),"Gross fixed capital formation, private sector (% of GDP)",index_ef,"Manufacturing, value added (% of GDP)","Inflation, consumer prices (annual %)"
South Africa,2000,40,5937.6260860986,4.20000347551795,0.710488510732756,2.74209071761899,0.203267804937967,3.84143366418439,12.9522235513418,63.7,17.4732966721757,5.33895158255483
South Africa,2001,39,6017.17784586121,2.69999456713741,5.98310118469122,1.33979066059516,-2.89243517264718,3.40300722895532,13.0102548023981,63.8,17.5721506790652,5.70190483482843
South Africa,2002,14,6161.46631380485,3.70038235175596,1.28141170810473,2.39794255113945,-0.348332327225615,3.51184312560076,12.6790797402373,64.0,17.6967217491672,9.49470667101602
South Africa,2003,19,6266.01573980923,2.9490791374903,0.446850318767049,1.6968270323922101,0.315276362089189,3.52291661326292,13.3162262420367,67.1,17.2961140955493,5.67941806432656
South Africa,2004,26,6472.10703408701,4.55455274472709,0.30684716022208,3.28903250223969,0.571076674282217,5.98967570522211,13.8069771363442,66.3,16.7934537116109,-0.692030138335916
South Africa,2005,25,6729.8274660259,5.2770563116366,2.53017402699663,3.98201745708991,0.352796994161146,5.88860575257964,14.6576430498263,62.9,16.2583101825587,2.06285222531756
South Africa,2006,44,7017.71490394165,5.60379765712011,0.229456347005662,4.27778333648354,2.18260550199066,7.81569050973141,16.1227030553441,63.7,14.6661411329781,3.24390167452648
South Africa,2007,47,7299.02003724481,5.36047589053663,2.19988348624742,4.00850044713503,0.995977974776562,5.92144440147094,17.3510620042076,63.5,14.3631530095729,6.17781206971621
South Africa,2008,41,7432.11676075707,3.19104674115678,3.44701566338236,1.82348757549786,-0.739123349393755,2.2910128195097,19.8558248556497,63.4,14.4232973120597,10.055282028471
South Africa,2009,22,7216.67969294747,-1.53808933379921,2.57639403685893,-2.89873093688664,0.443101713435053,-0.827717633549156,18.2330499502129,63.8,13.624481940856,7.26456214502708
South Africa,2010,29,7328.61562893966,3.03973081360166,0.983955560867284,1.55107252579849,-0.0429714869729234,3.68538432788566,16.4929266499811,62.8,13.0530535392233,4.0635389730329
South Africa,2011,64,7454.72016478301,3.2841681423114,0.994020533608261,1.72071428259082,-0.0368374996619015,4.53548136629445,16.3747994368474,62.7,11.9951683992303,5.01715773281268
South Africa,2012,23,7500.04106663005,2.21335480848441,1.16720853252625,0.607949069116557,0.731423274098468,3.651235757574,16.334927815411,62.7,11.7174050000851,5.72394366197183
South Africa,2013,30,7563.99277707639,2.4852005003106,2.24423642960341,0.852684803699063,1.77735850145573,2.2616985149146,17.322308898379,61.8,11.6009215329972,5.77640413513801
