region_economy,ano,number,GDP per capita (constant 2010 US$),GDP growth (annual %),"Foreign direct investment, net inflows (% of GDP)",GDP per capita growth (annual %),"Foreign direct investment, net outflows (% of GDP)",Final consumption expenditure (annual % growth),"Gross fixed capital formation, private sector (% of GDP)",index_ef,"Manufacturing, value added (% of GDP)","Inflation, consumer prices (annual %)"
Paraguay,2010,2,4355.93493867734,11.1437357938518,2.04124280067875,9.64863675351553,0.343838579922952,8.73864481598365,NA,61.3,18.5664734518646,4.6511627906976996
Paraguay,2011,2,4479.3989342399,4.24911104462905,1.37620281479983,2.83438566692755,-0.347756711573103,5.27536830625796,NA,62.3,18.4160242404066,8.25396825396825
Paraguay,2012,4,4394.54388141372,-0.538512942503061,2.18471591917756,-1.89434015750554,0.0903247701668928,3.22439058879039,NA,61.8,18.5153261168878,3.6759189797449
Paraguay,2013,4,4699.49371391186,8.41749528470305,0.810067192091113,6.93928290915227,0.174211342375762,4.01285524451058,NA,61.1,18.2766233884472,2.68385738718593
Paraguay,2014,2,4861.28709880236,4.86089037055322,1.36478978035673,3.44278330262561,0.342129749774595,6.19606372483752,NA,62.0,18.8147575547989,5.02882767456758
Paraguay,2015,1,4944.19164107741,3.08037400793089,1.32858146325759,1.7054031286379,0.476548597355561,3.7976798661719,NA,61.1,19.4419248607494,3.12900274473924
Paraguay,2016,2,5089.61202008711,4.31290497002365,1.36672397795565,2.94123669886739,0.18701815545128,3.23478384045168,NA,61.5,19.0798869205601,4.08682280577242
Paraguay,2017,3,5272.57579010939,4.95805142159847,1.54662286580132,3.59484709836791,0.197761341242049,4.18969797550636,NA,62.4,19.4468999829635,3.60247741348942
Paraguay,2018,1,5396.48081204328,3.67662323135605,0.955420153946894,2.34999034373892,-0.232437713570048,4.17077999388273,NA,62.1,19.5653506001843,3.97561015740689
Peru,2000,9,3242.57915732832,2.69437139806912,1.56479019339424,1.21313585431875,0,2.6103623475007,15.5135560182519,68.7,15.2145262038719,3.75733833344472
Peru,2001,7,3221.30254730122,0.617892325624297,2.19922450158059,-0.656163165022917,0.142993989930257,0.731757938743442,14.7446679121445,69.6,15.5812564716453,1.97709878502054
Peru,2002,1,3359.16268724949,5.45352893818767,3.93562084538868,4.2796396154646,0,4.14731351806392,13.7909917951539,64.8,15.4989075774167,0.193135003853741
Peru,2003,5,3464.39687811052,4.16502313666112,2.27308642513175,3.13275064826341,0.102160646383181,2.71148693715591,13.9191629513989,64.6,15.3985817546504,2.25937753363073
Peru,2004,16,3602.99972514727,4.95820320611745,2.39489207548148,4.00077854568278,0,3.49841231405914,13.9127382806502,64.7,16.3726500976156,3.66247320092233
Peru,2005,6,3796.20339984392,6.28506032509601,3.39034816926813,5.36230056716857,0,4.44998617521321,14.047912454287,61.3,16.5516113723285,1.61630193862543
Peru,2006,10,4047.7480360416,7.5288990440594,3.91065680458788,6.62621597694209,0,6.4219062600223,14.6408011823434,60.5,16.4721932263299,2.00225801248819
Peru,2007,31,4356.73896501969,8.5183877690955,5.37428655925626,7.63365027236871,0.0641835590356999,7.9827028681859,16.4091800571173,62.7,16.5180344893382,1.77998644680372
Peru,2008,32,4716.1972623181,9.1265683014642,5.74335697642786,8.25062736566287,0.6103657975377,8.29759900770799,18.8960617375304,63.8,16.2965420065264,5.78587598206755
Peru,2009,23,4729.73597651642,1.0958236592427,5.32237544034606,0.287068446150258,0.339929521545956,4.36207157495161,16.4544997430916,64.6,15.2930541321031,2.93623153596701
Peru,2010,28,5082.35475666351,8.33245910749577,5.73082661489074,7.45535864787972,0.295718597050296,8.30031159974132,17.6755825559522,67.6,15.5564992898,1.52832059732903
Peru,2011,26,5360.2266324006,6.32719240161117,4.47262658184166,5.4673844908754,0.199458596195134,7.22842294218131,18.6295711437927,68.6,15.0914598699078,3.36931095333853
Peru,2012,17,5642.57811515525,6.13972470560435,7.07114242412465,5.26752882141093,0.911467060725145,7.55927569738597,19.7468762976477,68.7,15.164396582771,3.65570906781008
Peru,2013,21,5919.20956823756,5.85251821084928,4.8842945848551,4.90257197041394,0.24471775499921,6.0015940655575,19.6174819153868,68.2,14.831406515612,2.80671650937615
Peru,2014,16,5996.49696468919,2.38215737180541,1.95724657032336,1.30570468169185,0.551215066575321,4.56916354852464,18.8610994647753,67.4,13.9596976357841,3.24496304244158
Peru,2015,17,6114.22721428779,3.25224477218451,4.38026059211907,1.9633170881576,0.0996175944947251,4.63731765385302,17.6616767259636,67.7,13.7880201715375,3.54928804947929
Peru,2016,9,6262.36890465447,3.95331871520767,3.51182610944865,2.42290129520384,0.60239001146661,3.96998030430925,16.1891586430085,67.4,13.3440281131691,3.59211324147449
Peru,2017,20,6314.29143772856,2.51883544233135,3.25130733746818,0.829119680820753,0.236991634985509,2.74240303098119,15.8083922853418,68.9,12.9708469176106,2.80283916977831
Peru,2018,21,6453.56052508568,3.97693571755005,2.92188842040055,2.20561703131051,0.0086293626100639,3.53512968642755,16.0295050652737,68.7,12.9401882503189,1.31764765937395
Uruguay,2000,1,9001.7500477883,-1.92993063972195,1.15156664010556,-2.27627549762025,-0.0218356225915726,-2.34948940987822,10.6604824349551,69.3,12.5186630960032,4.76382472733248
Uruguay,2001,1,8640.77851986829,-3.84412996680351,1.48526757627519,-4.01001500823385,0.0946065077431113,-3.8891374129213,10.197894190295,70.7,12.674394351029,4.35934065217274
Uruguay,2002,2,7971.3137761405,-7.73200721167176,1.32181133417201,-7.74773641273698,-0.00114427793448607,-8.88660126260746,9.42178534555008,68.7,13.0801299139821,13.9724725913516
Uruguay,2003,2,8041.24017800451,0.805283917375888,3.34326500752044,0.877225559396706,0.0115093736971326,-3.12301711083784,9.27798711776136,69.8,14.8709094403736,19.3797301743994
Uruguay,2004,1,8449.20908935891,5.00416036509026,2.57711736584849,5.07345760508846,0.278091017047994,2.9460520393862,11.1071440494473,66.7,14.902608425443301,9.15760507540996
Uruguay,2005,2,9078.63745609633,7.46013211187753,4.76089085852439,7.44955368106734,0.0891913012979002,5.24059739506659,13.1702921733921,66.9,14.8524671078795,4.6992773903564
Uruguay,2006,0,9440.50698017137,4.09857734684471,7.70373863902151,3.9859453120032,0.0706216275738276,5.85704153906865,14.5625766067689,65.3,14.5433907697238,6.39764974385121
Uruguay,2007,7,10038.8950929108,6.5415108494737,5.80394391549488,6.33851671309895,0.506868273133895,6.77269556196222,14.3836351019521,68.4,13.7351440754306,8.11464561179318
Uruguay,2008,5,10732.011276611,7.17614466103376,7.05379143851894,6.90430746895328,0.083542753289926,9.12164662394908,15.709182650041,67.9,14.9468828395667,7.87707374730889
Uruguay,2009,3,11155.8452473939,4.24349419543073,5.061736216851,3.94925014388133,0.285557151363051,2.66563547096685,13.6945935363532,69.1,14.818600707258,7.06221874388572
Uruguay,2010,6,11992.0166266335,7.80340965525524,5.4389876115696,7.49536552987674,-0.391500368914053,8.57137396324248,14.6396406212905,69.8,13.5283236155428,6.69870886978135
Uruguay,2011,6,12574.9035699536,5.1621330218269,5.60875183951133,4.8606248762658,0.373616402722478,6.71768019211126,15.4974761266667,70.0,12.7334043113447,8.09283206302989
Uruguay,2012,11,12981.1401128346,3.53817872240019,11.7896717689344,3.23053406033031,7.54628673866465,5.05531928759595,18.3126363334581,69.9,12.1731568256382,8.09776580573602
Uruguay,2013,9,13541.207109277,4.63753862983931,1.3172301606358,4.314466923353,-3.53541254666253,5.45344555789575,17.6302522511657,69.7,11.2662277822177,8.57513504005394
Uruguay,2014,9,13934.576170547,3.23879122851962,6.69239135036418,2.90497780659831,2.30375618513085,2.90762944737966,16.5661922497273,69.3,12.1433021774416,8.87735333229828
Uruguay,2015,3,13938.7900689227,0.370741256342626,4.54334479040529,0.0302405923519444,3.01334919365044,-0.164814524423491,15.2235124065732,68.6,13.2426613300655,8.66626987079337
Uruguay,2016,5,14124.1438576163,1.68979816160051,-0.397247959559126,1.32976956950385,1.71853723836198,0.437529938582131,14.2258155711005,68.8,12.8180677589399,9.63941347635073
Uruguay,2017,5,14437.3846912687,2.59133869196179,4.69580173932532,2.21776864360908,8.65376586110749,3.93824330907182,12.6219330486019,69.7,11.7037756625666,6.21809382561863
Uruguay,2018,12,14617.464002064,1.62008362892931,1.96643552435059,1.24731254757138,3.82560426490894,1.42333740609166,12.5014885218141,69.2,11.652010020131,7.60653360377044
Mexico,2000,59,9253.96804618644,4.94245371467422,2.59670994264157,3.44098587862088,0,6.44575934515865,18.5499038183167,59.3,18.9878518498964,9.49156149435404
Mexico,2001,43,9088.05331877876,-0.404390126692846,3.97248183338379,-1.7929036125865,0.581990264461585,1.64359988063912,16.9750791877104,60.6,18.0518957738262,6.36773806235032
Mexico,2002,36,8960.55408647201,-0.0398444814685348,3.11551958010871,-1.40293226540929,0.11537205562636,1.48093424565224,15.624933817373,63.0,17.2675847902619,5.03072733151299
Mexico,2003,34,8967.02919031783,1.44638268370363,2.49864343929278,0.07226231529134,0.17186364015909,1.85776295696147,15.6324302769664,65.3,16.6089869782365,4.54690012118717
Mexico,2004,29,9190.74159228825,3.92059081028791,3.18521616377124,2.49483298450697,0.566565630543216,6.68383315578622,16.2333302019201,66.0,16.6589751162367,4.68840884843147
Mexico,2005,27,9270.65654228665,2.30780706591736,2.96511280795953,0.869515796913007,0.737797296752144,3.86301143366691,16.2124138385097,65.2,15.7266043383479,3.98805714597435
Mexico,2006,70,9547.33357068323,4.49507789421408,2.1322824622884,2.98443834192925,0.547210177010372,0,16.9699272821348,64.7,16.6599614768607,3.62946762439129
Mexico,2007,76,9622.04795699136,2.29144571429802,3.1424694558042,0.782568093541329,0.979121210125968,2.41090799397095,17.3395821152186,66.0,15.9208624812093,3.96684905458234
Mexico,2008,49,9587.63633933012,1.14358458719398,2.90835311265937,-0.357632988476567,0.287732304828314,1.0246099772591,17.5757831234895,66.2,15.8421985501957,5.12498274575897
Mexico,2009,29,8947.74147387305,-5.28574413681748,2.1282454983163,-6.67416705024689,1.24036038894548,-4.91535650271959,16.1646633819436,65.8,15.0962102628175,5.29735584228859
Mexico,2010,57,9271.39823324639,5.11811814321162,1.96598663216022,3.61718943622142,0.759836595828918,3.38570933349136,15.9721175131277,68.3,15.5616793495315,4.15672722680176
Mexico,2011,36,9477.88718509023,3.66300792950094,2.09094538393794,2.22716085156813,1.05098745879894,3.30975118161652,17.1394884531069,67.8,15.351284303746,3.40737824605736
Mexico,2012,37,9690.86906453233,3.64232267941347,1.4612220990711,2.24714512087824,1.55631155692579,2.4982396104807,18.268557598706,65.3,16.3467248038826,4.11150981070293
Mexico,2013,34,9693.72296894468,1.35409196151679,3.69383977625564,0.0294494166966928,1.1266567141516,1.56633760859258,16.8435700582786,67.0,15.831823954908,3.80639069747207
Mexico,2014,33,9839.050190896,2.80434012838097,2.31233339177378,1.49918893305392,0.522904306776606,2.17954113389669,16.8788932860288,66.8,15.8991770877474,4.01861608078673
Mexico,2015,40,10037.2014904097,3.28799159933094,3.04578248770259,2.0139271135847,0.936663386057004,2.58877406412559,18.8794317405478,66.4,17.1411607594018,2.7206406496403
Mexico,2016,40,10205.7957531933,2.91054645900421,3.49611511581774,1.67969391612471,0.665836439267584,3.56940692509313,19.3848758066574,65.2,16.9750518529559,2.82170784747653
Mexico,2017,47,10301.357884657,2.11808234719885,2.84847053749375,0.936351596433013,0.235977062961499,2.81277710316907,19.0505896021585,63.6,17.2587936487827,6.04145724018992
Mexico,2018,46,10403.540397147,2.13595812119722,3.16575262740965,0.991932458168463,0.951143322307711,2.41154924543663,18.9984022736387,64.8,17.3223648103972,4.89935015356549
Russian Federation,2000,51,6491.08604208632,10.0000668157438,1.03116111575235,10.4636649566001,1.22399147492262,5.5998875101065,15.1197793410831,51.8,NA,20.7987606558703
Russian Federation,2001,20,6851.13236335551,5.10005122514623,0.928663004211825,5.54678090745912,0.828774572480039,6.79993342210388,16.7882547825578,49.8,NA,21.4770072117159
Russian Federation,2002,49,7206.21187726717,4.69999190886617,1.00553594478556,5.1827857802142,1.02256200083099,7.00003428639111,15.4651705830756,48.7,15.1934447901759,15.7887307914462
Russian Federation,2003,29,7767.4244273894,7.2999523445574,1.84237738388135,7.78789965769219,2.25955626154746,6.09988784828931,15.954177032379,50.8,14.3673346861413,13.6632930228667
Russian Federation,2004,48,8360.26685352336,7.19994786981057,2.60618528059526,7.63241962217791,2.33191722262168,9.39995881666553,16.1048291670567,52.8,15.2165071846405,10.8886157326216
Russian Federation,2005,68,8929.31915918756,6.39996544796635,2.02980402372802,6.80662849206082,2.34021592094742,9.09998945947166,14.0236547291572,51.3,15.6802236672942,12.6853039507349
Russian Federation,2006,109,9693.20523021194,8.20006825495356,3.79771796044009,8.5548075660211,3.02982368146351,9.50009431314724,14.8087512682035,52.4,15.2912276564068,9.66865454789265
Russian Federation,2007,145,10535.1277226814,8.4999777684714,4.29894838602817,8.68569758376066,3.44702787450358,11.1999260536825,16.5938488753528,52.2,15.1146322629236,9.00729868861076
Russian Federation,2008,224,11087.8222958404,5.19996926508021,4.50269877799769,5.24620666884826,3.35146046104868,8.60003589409352,20.1810192979156,49.8,14.9331548589743,14.1107677840442
Russian Federation,2009,225,10219.8947422279,-7.79999391345694,2.99212947973039,-7.82775490492955,3.53991104608579,-3.89991963232657,21.7765593885868,50.8,12.897971424446,11.6473295764118
Russian Federation,2010,365,10674.9972024184,4.50000000001451,2.83082730005737,4.45310320379377,3.45043394733733,3.4999339293569,19.8389261763308,50.3,12.8154704732836,6.8493923025503
Russian Federation,2011,229,11125.3477045495,4.30002918578838,2.68483001555517,4.21874117240107,3.25837290598995,5.2999961523259,18.605131610467,50.5,11.5766719276768,8.44046485932559
Russian Federation,2012,176,11517.5913066266,3.7000570551393,2.28876372872774,3.52567499455975,2.20890242669763,6.49994685074024,18.9907329335491,50.5,11.7990325219946,5.0747430079915
Russian Federation,2013,125,11699.9694301747,1.800000140189,3.01327957445415,1.58347451904446,3.76585582210152,4.10000113066997,20.0891692989382,51.1,11.3209329460037,6.75371026220953
Russian Federation,2014,136,11573.4966152019,0.699973678046774,1.06949074873957,-1.08096705489345,2.77100092086486,0.899999652435753,NA,51.9,11.4757935133541,7.82341183865503
Russian Federation,2015,135,11282.0580982509,-2.30770688863852,0.502566610195209,-2.51815442334114,1.61962167729085,-7.89075143650429,NA,52.1,12.4776505521481,15.5344050528404
Russian Federation,2016,101,11298.4837368416,0.32928065807927,2.53670337619609,0.145590799547634,1.73960509570249,-1.04245081524587,NA,50.6,12.0106688927282,7.04244762954798
Russian Federation,2017,82,11469.6743381277,1.63018573156532,1.80900828214657,1.51516438199477,2.32842137134936,3.09758298609867,NA,57.1,12.2176244264015,3.68332944412231
Russian Federation,2018,50,11729.0891004034,2.25480434572114,0.529988559659577,2.26174479438679,1.89296202414514,1.79092262139879,NA,58.2,12.3065855664739,2.87829723647886
